Date,Lat,Long,Mag
1/5/2011,-22.26,171.631,6.1
1/7/2011,20.114,-45.617,5.5
1/7/2011,4.243,90.414,5.5
1/8/2011,-0.026,124.913,5.6
1/9/2011,-19.155,168.312,6.5
1/9/2011,-19.336,168.435,5.7
1/9/2011,-19.296,168.407,5.5
1/9/2011,-19.201,168.155,6.1
1/9/2011,-19.297,168.009,5.5
1/10/2011,-19.553,-176.032,5.6
1/10/2011,-35.594,-73.064,5.9
1/10/2011,23.083,143.166,5.6
1/11/2011,-13.265,167.208,5.5
1/12/2011,26.973,139.882,6.4
1/13/2011,-36.92,179.46,5.5
1/13/2011,-20.628,168.471,7
1/13/2011,-20.606,168.399,5.9
1/15/2011,-14.589,167.285,5.8
1/15/2011,2.491,96.28,5.7
1/15/2011,-5.65,130.252,5.7
1/17/2011,-5.03,102.647,6
1/18/2011,2.632,96.404,5.9
1/18/2011,28.777,63.951,7.2
1/22/2011,2.903,95.516,5.6
1/23/2011,-20.335,-176.292,5.9
1/24/2011,-19.204,-173.51,5.7
1/24/2011,38.413,72.791,6
1/26/2011,2.205,96.829,6.1
1/26/2011,-11.013,166.303,5.7
1/27/2011,-15.562,-173.117,5.6
1/27/2011,-11.656,166.356,5.5
1/27/2011,28.195,59.015,6.2
1/27/2011,-38.502,175.996,5.6
1/29/2011,70.931,-6.657,6.2
1/29/2011,-62.964,-164.221,5.5
1/29/2011,21.613,142.956,5.5
1/31/2011,-22.009,-175.622,6
2/1/2011,10.622,94.109,5.6
2/2/2011,54.974,-160.465,5.9
2/3/2011,-15.511,-173.068,5.9
2/4/2011,24.618,94.68,6.2
2/4/2011,-14.188,166.459,5.9
2/5/2011,-37.621,-73.448,5.8
2/6/2011,-8.283,104.067,5.6
2/7/2011,-7.154,155.184,6.4
1/1/2012,31.456,138.072,6.8
1/5/2012,-17.691,-173.543,5.6
1/5/2012,18.325,-70.361,5.5
1/6/2012,-6.341,-107.312,5.5
1/7/2012,-28.613,-176.935,5.7
1/9/2012,-10.617,165.16,6.4
1/10/2012,2.433,93.21,7.2
1/12/2012,36.994,141.071,5.5
1/12/2012,-52.113,28.152,5.5
1/13/2012,-60.548,-27.073,5.6
1/14/2012,19.202,121.156,5.8
1/15/2012,-60.975,-56.072,5.9
1/15/2012,-60.948,-56.113,6.6
1/15/2012,-60.882,-55.965,6
1/16/2012,-60.752,-56.095,5.6
1/17/2012,11.177,125.837,5.7
1/17/2012,-31.655,-71.499,5.6
1/18/2012,-0.877,126.829,5.8
1/19/2012,-10.966,165.57,5.7
1/19/2012,-46.686,165.778,5.9
1/20/2012,-8.406,119.701,5.7
1/21/2012,14.873,-93.005,6.2
1/22/2012,-56.759,-25.147,6
1/22/2012,-56.655,-24.899,5.5
1/23/2012,-36.409,-73.03,6.1
1/24/2012,-24.977,178.52,6.3
1/24/2012,-56.336,-27.723,5.5
1/28/2012,40.177,142.211,5.6
1/28/2012,-36.793,-110.517,5.6
1/28/2012,-29.43,-177.386,5.9
1/30/2012,-14.168,-75.635,6.4
2/2/2012,-6.563,149.774,5.6
2/2/2012,-6.586,149.718,5.6
2/2/2012,-17.827,167.133,7.1
2/2/2012,-17.954,167.179,5.5
2/3/2012,-17.378,167.277,6.1
2/3/2012,-17.463,167.187,5.7
2/4/2012,-20.536,-174.035,5.8
2/4/2012,11.872,125.754,5.6
2/4/2012,48.887,-127.906,5.6
2/4/2012,13.046,57.561,5.5
2/5/2012,-18.894,168.917,6.1
2/5/2012,-17.948,167.226,6.1
2/6/2012,9.999,123.206,6.7
2/6/2012,10.092,123.227,5.6
2/6/2012,9.885,123.095,6
2/6/2012,9.821,123.08,5.8
2/9/2012,-56.383,-25.816,5.5
2/9/2012,-58.312,157.837,5.9
2/10/2012,-17.968,-178.549,5.9
1/3/2013,-1.564,127.386,5.6
1/5/2013,55.393,-134.652,7.5
1/8/2013,39.656,25.54,5.7
1/8/2013,-34.601,179.18,5.7
1/9/2013,25.329,95.048,5.8
1/9/2013,-57.05,-141.465,5.6
1/10/2013,4.72,95.095,5.7
1/13/2013,25.891,-110.103,5.7
1/14/2013,55.163,-134.548,5.5
1/15/2013,-62.571,-161.432,6.1
1/20/2013,64.84,146.503,5.5
1/20/2013,53.873,-35.127,5.5
1/21/2013,30.33,57.467,5.5
1/21/2013,4.927,95.907,6.1
1/27/2013,-16.117,-173.235,5.7
1/28/2013,42.605,79.708,6.1
1/30/2013,-28.094,-70.653,6.8
1/30/2013,-10.634,166.372,6.1
1/31/2013,-10.64,166.367,6.1
1/31/2013,-10.682,166.381,5.8
1/31/2013,-10.884,165.438,5.5
1/31/2013,-10.59,166.361,5.5
1/31/2013,55.435,-135.018,5.9
2/1/2013,-6.957,147.676,5.8
2/1/2013,-11.104,165.532,6
2/1/2013,-10.896,165.379,6.3
2/1/2013,-11.12,165.378,6.4
2/2/2013,-10.956,165.357,5.8
2/2/2013,42.77,143.092,6.9
2/2/2013,29.336,141.992,5.5
2/2/2013,-10.887,165.284,6
2/5/2013,-62.31,155.046,5.5
2/6/2013,-10.864,165.248,6
2/6/2013,-10.799,165.114,8
2/6/2013,-11.076,164.771,5.9
2/6/2013,-11.338,165.898,5.6
2/6/2013,-11.183,164.882,7.1
2/6/2013,-10.765,164.629,5.5
2/6/2013,-11.293,165.588,5.5
2/6/2013,-10.975,165.209,5.6
2/6/2013,-11.809,165.301,5.5
2/6/2013,-11.635,166.015,5.5
2/6/2013,-10.499,165.588,7
2/6/2013,-11.483,165.51,5.6
2/6/2013,-11.112,165.385,5.5
2/6/2013,-10.802,165.095,5.6
2/6/2013,-10.649,165.058,5.5
2/6/2013,-11.05,165.08,5.6
2/6/2013,-10.898,165.504,5.5
2/6/2013,-10.791,164.551,6.1
1/1/2014,-13.8633,167.249,6.5
1/4/2014,-20.687,-70.795,5.7
1/4/2014,36.9704,143.3822,5.5
1/5/2014,4.557,-76.644,5.5
1/7/2014,-4.5306,-106.0719,5.7
1/8/2014,-20.7495,-70.633,5.7
1/9/2014,-11.5917,166.5235,5.8
1/10/2014,-31.3131,-179.5728,5.6
1/11/2014,14.6437,-92.0592,5.5
1/13/2014,19.0428,-66.8096,6.4
1/16/2014,51.1701,-179.2252,5.5
1/20/2014,-40.6595,175.8144,6.1
1/21/2014,-15.1443,-174.6812,6.1
1/22/2014,-15.1091,-174.6902,5.5
1/22/2014,-20.4871,172.5205,5.6
1/23/2014,-7.1045,120.3147,5.5
1/23/2014,13.3556,146.1336,5.8
1/23/2014,13.3936,146.1758,5.7
1/25/2014,-7.9855,109.2653,6.1
1/26/2014,38.2082,20.4528,6.1
1/26/2014,38.2889,20.5649,5.6
1/27/2014,-19.2592,-63.9189,5.6
1/29/2014,-9.5949,161.2282,5.6
1/29/2014,-18.5087,-69.3735,5.6
2/1/2014,-56.8269,-27.3391,6.1
2/1/2014,-11.4671,166.2799,5.7
2/2/2014,-32.9076,-177.8806,6.5
2/3/2014,38.2637,20.3897,6
2/3/2014,-4.8976,153.7404,5.6
2/3/2014,-7.1916,128.1716,5.8
2/5/2014,-61.3939,154.4542,5.9
2/5/2014,-20.3954,169.2569,5.5
2/6/2014,-11.5493,166.4025,5.5
2/7/2014,-15.0691,167.3721,6.5
2/8/2014,-60.4256,-45.1914,5.7
2/9/2014,-5.9651,154.435,6
2/10/2014,-8.2076,124.5284,5.5
2/12/2014,35.9053,82.5864,6.9
2/12/2014,35.8221,82.4667,5.7
2/12/2014,-22.354,-68.813,5.6
2/12/2014,-20.6254,169.8532,5.6
2/14/2014,-22.9553,-114.3303,5.6
2/17/2014,18.5285,120.4305,5.5
2/18/2014,-34.7981,-179.4181,5.6
2/18/2014,14.6682,-58.9272,6.5
2/18/2014,-4.9229,153.7758,5.8
2/18/2014,-14.1648,-75.5997,5.9
2/22/2014,-60.2444,-47.2746,5.5
