Date,Lat,Long,Mag
1/14/1969,36.043,29.221,6.4
1/18/1969,-56.756,-26.865,6.4
1/19/1969,44.985,143.238,7
1/19/1969,-14.849,167.345,7.1
1/20/1969,-10.441,164.67,6.2
1/20/1969,54.899,166.054,5.9
1/22/1969,55.901,162.962,5.6
1/24/1969,-21.882,-179.498,6.7
1/25/1969,0.836,126.005,6
1/26/1969,55.84,162.688,6.1
1/27/1969,8.654,137.854,6.2
1/29/1969,-17.048,-171.604,6
1/30/1969,4.569,127.306,7.6
1/31/1969,4.192,128.186,6.4
1/31/1969,4.356,128.231,6
1/31/1969,-15.426,-174.909,5.6
2/1/1969,9.252,126.46,5.7
2/2/1969,3.8,128.255,6
2/2/1969,3.882,128.371,5.7
2/3/1969,4.254,128.102,5.8
2/3/1969,4.738,127.374,6.8
2/4/1969,-0.717,121.631,6.1
2/4/1969,-8.124,-79.943,6.2
2/10/1969,-22.797,178.82,7.2
2/10/1969,-22.973,179.076,5.9
2/11/1969,41.389,79.307,6.1
2/11/1969,-6.784,126.581,7.2
2/15/1969,-13.672,167.219,5.7
2/17/1969,3.65,128.351,6.3
2/20/1969,3.524,128.21,6.3
2/20/1969,3.337,128.176,6.3
2/20/1969,3.509,128.311,6
2/23/1969,-3.201,118.904,7
2/24/1969,-6.122,130.946,6.2
2/25/1969,5.255,126.512,5.7
2/28/1969,36.033,-10.613,7.8
2/28/1969,36.181,-10.54,6.2
3/3/1969,40.028,27.572,5.8
3/3/1969,51.574,159.196,6
3/5/1969,4.031,128.112,6.2
3/5/1969,36.394,70.746,6.2
3/8/1969,41.32,139.81,5.7
3/9/1969,-4.193,135.504,6.3
3/9/1969,-4.103,135.64,5.7
3/10/1969,-5.589,147.23,6
3/14/1969,12.78,-86.812,5.7
3/15/1969,-2.736,126.589,5.8
3/15/1969,51.303,-179.068,5.7
3/16/1969,38.542,142.886,6
3/18/1969,44.047,150.906,5.6
3/19/1969,28.783,128.435,6.5
3/20/1969,31.205,-114.315,5.7
3/20/1969,8.697,127.217,6.1
3/20/1969,8.734,127.324,5.7
3/21/1969,40.38,143.882,5.8
3/21/1969,31.296,-114.417,6
3/22/1969,-15.621,-176.013,5.8
3/23/1969,39.083,28.493,5.9
3/25/1969,39.237,28.714,6.1
3/27/1969,3.745,128.299,6
3/27/1969,4.575,127.609,6.6
3/28/1969,38.515,28.546,6.7
3/29/1969,11.875,41.208,6.2
3/29/1969,11.886,41.341,6.1
3/29/1969,10.324,56.977,5.6
3/31/1969,27.575,33.895,6.6
3/31/1969,38.502,134.555,6.7
1/1/1970,-29.4,-177.169,5.6
1/4/1970,24.185,102.543,7.1
1/5/1970,23.984,102.732,5.9
1/6/1970,-9.583,151.493,6.3
1/7/1970,15.785,-59.808,6
1/8/1970,-34.85,178.782,6.8
1/9/1970,-9.166,117.235,5.8
1/10/1970,6.785,126.682,7.2
1/10/1970,6.71,126.863,5.7
1/10/1970,6.71,126.765,5.7
1/11/1970,7.326,126.857,6
1/14/1970,-10.169,123.233,6
1/16/1970,60.25,-152.734,5.6
1/18/1970,21.393,146.713,5.8
1/20/1970,-25.946,-177.219,6.8
1/20/1970,-5.344,154.344,5.7
1/20/1970,42.523,143.05,6.4
1/21/1970,6.843,-104.189,6.7
1/22/1970,51.258,177.215,5.7
1/23/1970,49.678,154.878,5.6
1/26/1970,-12.592,166.488,6.5
1/27/1970,-10.829,165.955,5.7
1/27/1970,7.44,-72.1,5.8
1/28/1970,-20.672,-178.766,6.1
1/30/1970,-14.575,167.34,5.9
2/2/1970,43.149,147.667,5.7
2/2/1970,43.321,147.489,6
